bacteria_name,ph,temperature,density_hour_0,density_hour_1,density_hour_2,density_hour_3,density_hour_4,density_hour_5,density_hour_6,density_hour_7,density_hour_8,density_hour_9,density_hour_10,density_hour_11,density_hour_12,density_hour_13,density_hour_14,density_hour_15,density_hour_16,density_hour_17,density_hour_18,density_hour_19,density_hour_20,density_hour_21,density_hour_22,density_hour_23
Pseudomonas aeruginosa,8.0,25.8,369146.32622578775,361763.399701272,354528.13170724653,386498.11572165607,387426.30597155326,382076.3542653264,374434.8271800198,403136.89630271675,395074.1583766624,387172.6752091292,382134.9220453949,379445.5158603235,371856.6055431171,376153.7087330929,380978.520971751,382300.9441603329,374654.9252771262,388230.61263846734,380466.000385698,404046.0285142659,415729.9102575801,457287.3103729195,543710.9782745318,616710.8310928841
Streptococcus pyogenes,4.8,39.6,240601.41463279724,247266.651891776,227530.4732811688,216812.4098607764,212716.79913604408,220378.0134072858,189733.42856181017,246564.28389808233,226548.55120721777,213433.01862075675,187939.8537281258,228256.53750327567,178111.07376742628,175951.3130054296,202132.4155029559,151741.3994235666,144405.50014462252,160546.2812144915,154797.1008644094,169875.7622666403,186943.5682432418,149847.02852807823,149182.378050436,167324.59386425716
Pseudomonas aeruginosa,7.8,49.6,386787.9231772845,418117.728064005,345356.08993964625,353633.3793324352,315959.04543757706,314225.81396900717,333806.2261724416,313551.82644670416,318697.7174886895,289238.08322068426,333712.7457697967,370740.8111877188,318381.81918745086,298535.8741718456,279465.0186405132,280679.4510580073,282379.9410093971,268841.5954987419,273746.3396958491,223307.26835653675,232130.22844376753,257879.33151406297,237507.50193983363,192265.8076357896
Bacillus subtilis,6.4,30.0,231196.4750184702,241471.69155193903,867266.8939250046,5294302.231611321,32816007.96493269,195219353.87048256,924745970.9772836,918688801.1126304,936420745.2956456,917692330.3897328,925985495.0409822,907465785.1401626,978861224.6687828,959284000.1754072,940098320.171899,933386789.2151272,927819131.6710448,937820168.099444,919063764.7374552,922274102.683776,906074888.9007132,920467313.2279164,929673444.9478076,922490251.00406
Streptococcus pyogenes,9.4,31.5,374630.1928837811,461295.4634139289,389509.35087888,387333.8676468292,446037.1148858992,354393.08076714247,382355.8709422591,425013.4725027744,332926.6261433116,344505.8187730626,338652.15569222806,306893.5614559101,318150.2145213836,297541.2243100365,306528.3598791137,348086.7172194489,313728.08041779563,272382.1771154286,272781.0955944133,300863.75025884685,307443.34149266453,250914.71547637356,286134.682238117,269042.9486521647
Staphylococcus aureus,7.4,43.7,398467.1929974755,390497.849137526,382687.8921547755,379891.42873285216,372293.6001581951,416311.5366045695,409583.90038172744,408971.20192474744,400791.7778862525,392775.94232852745,410939.9201094343,402721.1217072456,394666.69927310065,386773.3652876386,380360.1505600123,398495.85890715977,392352.5363724625,387543.1436148746,387154.25743279787,387301.23056364554,408611.5536899765,400439.32261617697,415380.0207511424,407072.42033611954
Bacillus subtilis,7.9,32.6,423208.8220565323,452764.0856529991,443708.8039399391,453748.88706341566,485015.0209245948,960378.9021389078,1864541.410592684,4362534.064213842,8480674.272688307,17271630.30677028,36029531.0430067,72306454.85574971,153971841.33305067,307502678.1948418,572300047.3025229,652133109.242614,639090447.0577618,632176136.6548638,628951599.6186008,643587632.689001,657714605.6747557,661629592.7623473,664159143.2432323,650875960.3783675
Bacillus subtilis,4.2,20.5,456991.7010489835,456189.5313220664,429996.6464070671,472099.6098548833,467618.4298451624,466669.7837200514,419134.50731844775,303749.6926745308,397281.1319046076,342274.3033795656,384389.5914867666,304287.64522942,380350.10150057706,361762.8156165515,353182.67455174564,333679.34315937315,306621.71515253076,303651.57142888877,328989.58484537434,283245.4946424776,292916.3455021764,343218.7764055042,264415.75640590076,261059.6096293853
Streptococcus pyogenes,7.9,40.5,457927.39184097195,461749.8230943837,476881.1884090667,467343.5646408854,1213289.7712802014,4400831.761291259,18947163.58954426,79451591.80119993,305500030.1126112,506150863.280276,544522842.7238803,543824888.938919,537512762.8502672,530983988.2088437,527593856.8504435,534041119.2370734,527243690.26478815,541028702.6100047,550721088.33705,539706666.5703089,539768292.3991128,528972926.55113053,533335052.4912888,544344732.592882
Staphylococcus aureus,7.5,39.0,355761.3194047675,348646.0930166721,360672.6664387301,353459.2131099555,346390.0288477564,343481.28512584075,340806.23192681826,344156.4555792163,340352.43362035026,341188.3111304153,334615.1596638716,337108.89660390984,330366.71867183165,345303.91982573306,358455.6765412435,408595.0420102111,459904.82301072817,488789.2749986045,585655.2995056877,625216.888401547,715460.1554335798,763284.6571731764,914712.8286104616,946786.1001834492
Bacillus subtilis,5.0,37.0,493336.3655330401,532995.8143776788,395332.4137473481,395498.0767943717,352975.11453716835,458474.552264352,402374.31490154704,406368.8866762333,411350.6723906651,398358.2503491913,337613.9360441427,289068.1338237327,430029.7439389503,396625.0033916886,324638.9239544468,339831.7735228249,275552.3018207513,357591.71620703244,309383.9140802272,319867.9040959427,287021.6208194182,271999.1475578253,262295.4957146966,273315.8188217621
Pseudomonas aeruginosa,5.1,57.7,450226.9373536203,470742.2149649532,500959.23673860374,398501.3329792021,405310.82612901536,437303.9021398788,452050.490998045,427862.4588619748,425385.9193675753,418226.1514806026,386483.34457043814,347520.6344716565,306435.55742523936,376135.51416356344,324823.70128011284,337280.3184295683,334160.1502842094,335286.5472748293,293153.1795562617,311862.2607105225,268385.409352281,284870.8968369343,380165.1699398565,352682.98311801616
Streptococcus pyogenes,7.2,29.8,453903.44001214666,463833.7404320165,454557.0656233761,473467.068701309,476673.83551650034,694777.4837917695,894044.4179238853,1171628.6922846804,1500867.950265942,2139998.978169537,2822636.3315130915,3540098.500009933,4702198.271734256,6533958.275542181,8577540.407771647,11088058.717321409,414116018.2580764,412910921.5038191,405900831.5769578,417150483.0337036,421787516.0117297,427070357.3924268,424940481.10813946,428361228.9389543
Bacillus subtilis,6.6,28.1,60343.66908917075,62594.34447023016,245390.3982968008,1133729.372604651,5982929.938172111,28536979.72083801,130407787.86537522,679168010.2360069,989867788.1841296,999685405.94628,1016047986.008922,1064570806.3449192,1046032766.7332342,1025112111.3985696,1006990383.1724212,991242335.1593668,1015522753.2237405,1014131975.5168856,1054302350.031916,1055766922.4628512,1034651584.0135942,1013958552.3333224,996178256.7505692,1014694491.0035132
Pseudomonas aeruginosa,7.4,12.9,29809.833278446553,31870.882972704323,28194.391369325334,30714.409511164587,34948.74129883963,30762.009181147045,31317.761019776495,28696.02547335195,29761.188707897425,29397.358867666782,25243.62922583737,30498.958649732704,22084.54584833884,28723.916860961,27535.43664381202,22680.04422764175,24730.494963692483,25745.504014714672,23876.729095210096,23206.355378452972,27577.293097504167,23025.70655381001,22155.72562410301,22674.00089880489
Escherichia coli,6.5,56.5,323862.1834006538,339262.69476814126,319863.1075924156,425522.8233270125,327825.7911549764,312954.5227719209,335959.4568597914,298193.7643890457,349897.484195407,307784.1712026065,267589.03546308004,307164.09200326866,266278.16499214724,264659.6436089938,258567.36890049416,203985.60622537247,225354.00050616672,226371.39616273204,224866.80552450573,263080.54578884196,234469.02580434803,233892.14397457748,221306.90078211532,200267.35927926443
Pseudomonas aeruginosa,7.8,41.8,210372.4626880396,211496.12320767713,212192.6649389892,215184.14149551868,433059.363458657,1167000.056102509,3287813.156626852,9085226.567269005,24881236.786745787,63111369.83492033,181814024.12438077,474072752.30163515,491294086.02213526,485964460.6743284,494049671.0950149,512821079.63575953,520381333.22717696,509973706.5626334,506866301.68770456,511459898.27386814,501230700.3083908,498597535.5204323,530386606.11751777,526730213.77932143
Escherichia coli,7.7,43.4,288440.59778991935,297768.12083018525,291812.7584135815,285976.50324530987,287167.9801636406,285422.9328797985,284243.33345674205,278558.46678760723,329159.0889922941,811453.6944110317,2245250.9913291004,5617404.185481266,14220215.588794142,37222510.91776439,103995403.76978138,255410790.87452465,497395720.1662002,529684329.6758035,521947712.68298554,548324910.4707165,553084425.3494155,542022736.8424273,541526121.8543919,530695599.4173041
Pseudomonas aeruginosa,7.8,33.4,369723.3437419165,366917.0343171781,359578.6936308346,354085.8490484335,638635.3566376818,1182311.5386597596,2052062.3132284349,4042830.225065491,7498249.830802633,12462433.97021605,25055757.69672279,43108534.17177468,76775262.96105225,146509441.18522802,263677728.92520925,450969799.2820571,470739474.34130514,473902736.5677045,477224585.9327761,468012736.02797526,478212435.8514214,484069602.81012934,497332738.6619241,492267944.7841261
Streptococcus pyogenes,6.8,32.9,456364.4806971902,505595.77411623136,495483.8586339067,485574.1814612286,511183.2418799966,770692.2846288737,1030083.1039258644,1582142.3493213162,2138795.851396026,3020532.4648265075,4363054.703248566,6046739.94645265,9313886.696888557,12328920.98309443,18626868.739298586,24770904.858503275,408976998.7024709,409172662.9900189,416423742.1669014,411654519.12796426,407900000.0042952,415605644.8935305,413108213.28361034,404846049.01793814
Pseudomonas aeruginosa,6.9,28.3,256383.0598071829,254074.57269477565,248993.08124088013,274065.5991540297,354175.6738760083,592046.4988553688,795189.0980486694,1217375.6510359051,1958944.1879297548,2897916.204908996,4479371.164238341,6937303.080966615,10292441.86338126,15568376.127156628,22723323.39886009,456865567.79963833,457842667.12733734,461182011.098084,465034512.4068183,467293954.9180917,462071972.74466264,460693742.1237395,458189798.3824737,471518781.6163819
Streptococcus pyogenes,7.2,34.7,205277.5920170856,201172.0401767439,208307.29587876325,312926.0033616757,846270.9237131872,1836727.7970306096,4854222.472319739,12554301.071468577,31313243.91816658,79492844.16506387,203705427.6493201,495613153.8149042,634632815.3558986,625853593.4784981,686783961.2635046,673048282.0382345,681277897.219674,667652339.2752805,657334615.7002462,676915643.4579769,663377330.5888174,653145414.8072066,653691521.0846416,674109424.8654898
Pseudomonas aeruginosa,7.9,30.9,60918.531121243555,62605.822601137086,63600.75232209611,65031.62090762657,64392.31564377739,67031.21733774984,65690.59299099485,64376.78113117495,65758.02923995347,71804.5045587864,105378.30068677914,155321.89382797005,224278.8176571114,332437.95952908177,441062.94641612,654905.2793987168,968563.255614373,1351090.616471612,2008084.175980119,2718436.5272633503,3989961.795910881,343415735.7438521,349727493.37009066,359738142.5386709
Pseudomonas aeruginosa,9.0,20.2,412172.7536871375,441257.23076006206,432021.4363014954,468476.6075585553,430025.616459593,411354.3394503651,367317.5554784619,433871.16245692625,411859.39796772227,354155.81517945905,389485.351002022,358427.4801853649,321402.8379126434,340936.38362822693,301840.1710382899,299606.7027524063,370726.4193453629,335741.64592522196,292799.00436080404,301196.3533503538,287853.4360315039,290277.31561817037,279920.71974488604,298129.2803224713
Escherichia coli,5.2,42.6,331602.0537201292,362651.20234250085,314147.4699715677,353331.08187173883,271511.62070491613,299937.7617937232,303095.02723622206,267767.914734009,317767.43772718095,321167.0012625669,297317.12263550714,300472.2890695258,278359.7075231902,306272.22395605873,300591.93932234886,292496.7017306876,275180.03700237966,238495.98343288535,187150.7389782566,220429.0987421469,238660.88395734216,179248.57469252893,215250.75925388615,221090.4096474147
Escherichia coli,6.1,33.7,418512.07460272,433013.9074977387,442868.7004062893,434011.3263981635,425331.0998702002,455057.28294222977,445956.1372833851,437037.01453771745,461284.3650566013,825003.1319911969,1381094.9413504368,2309807.808366717,4131266.385616868,7131532.7707787845,12835807.33056974,22319765.529663604,41283744.70883767,68963192.2442748,116813795.56469356,217962235.148188,454624336.9654607,452421333.5872351,454388483.97782373,465366624.2177848
Bacillus subtilis,6.3,39.6,455559.5826283438,467361.4429803784,462929.8608944547,456108.43717777054,466466.48023382097,468710.8288565168,581661.0736092164,1063272.3070868645,2180408.179777677,4195264.74503115,7676010.391144009,15113998.8788771,27994701.89843584,56308817.17823675,106478944.68572326,202526832.16167328,389655699.1044507,475622026.82564783,466109586.28913486,468968088.765545,472140029.73754615,462697229.1427952,453443284.55993927,444374418.8687405
Streptococcus pyogenes,7.0,36.6,32774.86967108589,32728.6339914701,33227.49147177876,43102.67302523841,107268.9286669108,311617.6660635795,931433.521126146,2749765.7720124754,7609988.619713196,22624338.346768755,59783648.56437411,182033965.70038977,514532138.0157699,613267507.5710177,606528113.953662,605586849.4984218,614427000.5851932,614575721.894501,615571384.5779643,603615807.0760266,609008743.4258388,603607069.1298691,598949126.4269143,595178727.5344013
Escherichia coli,6.4,22.3,66950.25892124885,65611.25374282387,64299.028667967395,64435.008692397445,66124.61916628978,64802.12678296398,70019.74806360478,68619.3531023327,67246.96604028603,65902.02671948032,66430.6268103931,65102.01427418525,65537.03102338815,64226.290402920386,62941.764594861976,64031.30224707915,64095.613254150136,62813.70098906713,67290.7104056591,65944.89619754592,68087.63537902357,66725.8826714431,68203.0753282772,66839.01382171166
Pseudomonas aeruginosa,6.9,40.8,239299.6102971592,234513.618091216,255444.79250897805,3908036.8870403175,59492165.13587602,706090854.8259002,814982271.510457,812775893.396006,796520375.5280858,807183592.6399244,807534246.6311677,798404719.1797224,799874159.0875124,802754830.1725794,786699733.5691278,780395552.6702813,793041155.9890304,777180332.8692497,766466611.5308189,783606920.4134347,784880801.2733823,769183185.2479147,786581327.5246261,774394927.7906423
Bacillus subtilis,6.9,31.0,58410.389016493966,61801.53068627786,398804.6788779139,3091175.18763533,20988694.6414443,140941666.5499311,951002487.4290576,1144991591.8138723,1270982968.929415,1245563309.5508263,1220652043.35981,1210694435.5624778,1246532245.4084785,1221601600.500309,1210634090.1709895,1186421408.3675697,1174247625.2158463,1199191022.0503168,1201412071.9460003,1186029825.1959124,1184649959.4916255,1160956960.301793,1165175647.1609693,1170011847.820901
Pseudomonas aeruginosa,4.6,22.5,261393.58746399853,247338.33690721617,289886.8066095081,326991.88832079514,314775.12258611,292901.5086233022,279216.8021560478,254442.46262270093,269301.1516226301,274435.4989019501,244857.00602792803,229444.0721209548,204765.10666361052,250820.21353651653,208308.93412351664,224939.91500726953,239702.33651097375,185893.49337843977,175305.74249813653,183859.94574201945,179360.4595336675,198896.58698310665,180735.5953489335,202350.4762426743
Staphylococcus aureus,7.9,9.7,168121.9202214232,173062.7969502063,143491.43622410408,160313.93754200425,145589.33985930547,148162.74012226894,139150.02129917382,201020.80214102805,131001.11245031022,160553.68451389272,150743.58718628195,175679.94672197528,168746.8154226119,146730.45660465176,133996.50985871872,139219.7820569906,139724.21543478098,135939.19911141697,133722.7611915529,140467.62694415983,135507.9515341138,106084.31748499494,135561.2201481795,121842.82625128076
Escherichia coli,7.3,19.5,435485.54316504765,420545.6874438313,313472.6292427224,402525.6085796896,352265.99320725334,353397.0251791987,405444.28486428334,334802.65122804925,293697.3133779324,361185.01734837645,313467.29800943047,305899.31897936173,334371.98199948756,326878.6444803879,276623.86189514876,248128.19728818527,270758.60266907874,279716.5718110158,276241.04221099685,243025.84613031032,316216.51528930134,202021.122196161,268488.51999711915,247110.0541494298
Pseudomonas aeruginosa,6.5,21.6,299319.51694741705,293333.1266084687,287466.46407629934,296930.0003485312,297274.00547330116,324610.62493845454,328380.1120884993,325691.45628459554,319177.62715890363,312794.07461572555,322175.9968154424,315732.47687913355,309417.8273415509,311252.5744859557,310345.3255123146,304138.41900206835,304519.28836740454,298428.90260005643,292460.3245480553,297009.80671338155,302344.92351132573,296298.02504109923,302621.84027478745,318427.6739133296
Pseudomonas aeruginosa,7.4,40.1,93676.68454158666,91803.15085075492,91775.3945688529,804999.1303489961,10458016.33139387,134312941.89253017,774681352.3114234,759187725.2651949,744003970.759891,729123891.3446932,747677040.4295647,732723499.6209733,750621294.2141944,785079930.9070722,769378332.2889308,753990765.6431521,738910950.330289,724132731.3236833,755290534.6383232,744993713.6095369,730093839.3373461,744021081.6816612,755104730.4736745,740131711.9805939
Bacillus subtilis,7.6,55.1,339731.9381295814,354336.3530596092,368958.5256504066,362628.64748411014,350812.3917713918,350221.55602806486,325141.7362539088,282506.85065381945,301911.81947852037,276304.688157738,261830.8034859999,278840.0611364497,237131.52907575297,249049.50169710527,253512.61376583963,258118.7221219555,272890.23896319425,224732.8694715587,222780.95756900412,226435.04248973407,196897.6125912504,184962.07788766903,219454.08543343667,197019.02329857604
Pseudomonas aeruginosa,7.0,55.1,426788.59106749494,387981.2199531504,505517.0989938418,376022.6712965055,479968.5155177122,421238.33678694034,473677.11660295434,445550.11904051766,386222.7116137071,377406.2478897956,387898.96403352567,339526.59999179526,376958.3552898516,316285.5659203614,389836.437688628,359534.0324351037,315125.0644907636,264330.5581816657,299562.5251401992,310855.78773944895,280045.0531413631,242319.11015337092,243619.33955077096,318700.67906066903
Escherichia coli,7.2,25.2,283925.87295858207,278247.3554994104,272682.4083894222,299076.68926908635,293095.15548370464,287233.25237403053,286973.36380430165,281233.8965282156,275609.2185976513,277211.0886493541,275814.72705002635,271488.09263921133,284944.3972857448,350364.23029717634,435147.05435503455,559734.2149621998,646329.4521011659,783890.9483841648,1003869.8501371638,1260694.4800994478,1553058.4890233716,1883281.1240097757,2237322.1554266997,2644236.514095139
Pseudomonas aeruginosa,6.9,34.1,204657.6062239129,206414.5437061762,248919.67629141148,1359211.908282203,7543728.441103945,40910135.17182851,229326664.18140832,819219483.5859448,844484961.4779516,861064987.5741951,843843687.8227112,867973256.0626653,850613790.941412,851735760.433733,834701045.2250583,851620379.2901522,834587971.7043492,840020320.018055,836194250.5577363,854845984.1810548,837749064.4974337,832927225.5377909,830820019.5016559,834947786.5055865
Bacillus subtilis,6.2,46.6,141782.79696947034,141603.44412944614,138771.3752468572,137427.6743021116,139244.1824311148,136459.29878249252,138319.25968942625,135552.87449563772,134402.26661666084,142531.26282392384,139680.63756744537,136887.02481609647,141900.5674136992,141095.9430125691,138274.02415231772,146431.60109846166,143502.96907649242,140632.90969496255,137820.2515010633,135795.61147256434,158989.59252177182,193179.0180275408,233090.38382910716,290039.931104339
Escherichia coli,6.5,35.4,387414.7813901427,379666.48576233984,377355.9564760042,1344653.342921236,9709699.447733589,72498596.7458682,509985272.1380919,836787333.0413744,820051586.3805469,833906800.4628677,817228664.4536104,874202250.5863119,856718205.5745857,839583841.463094,835139362.8012097,843576295.1796157,827932677.9534069,821721630.4522758,809906305.0997596,822700530.008381,859992928.8869575,848873602.1791031,835802314.3151445,849745972.5780414
Bacillus subtilis,6.4,33.7,284285.1064976463,278599.40436769335,482094.76205070456,1362188.567391562,3757589.124417658,10206488.646807091,28220800.186937418,80196809.83972032,219524024.49061963,649146217.6715114,810281380.2139126,807648822.1416147,834765347.6821378,818070040.7284951,833576727.3561468,818263537.5641209,801898266.8128384,816346858.2374582,843138035.3710421,826275274.6636213,809749769.1703489,812828794.2982346,804968671.4094622,815938027.0688254
Streptococcus pyogenes,5.5,34.4,150417.15422980953,135673.48221310158,127169.603868602,107033.89105587755,136570.11985495992,105702.38390871718,104835.62489272704,90776.9068082911,125802.70022298576,116568.87360841875,96595.16045849113,108961.39583334923,114556.10936626184,87817.93828469975,101113.78217573906,97402.380756247,95718.74756994384,107854.6645457173,104270.53446129654,87943.369447003,67333.54097371634,89913.1082204283,77165.8080570813,84121.04874467343
Escherichia coli,6.4,28.1,118948.1514803939,121050.17425675242,118629.17077161736,123269.99595695848,123249.2082067458,120784.22404261088,129437.3410788492,126848.5942572722,124311.62237212676,121825.3899246842,136078.50372867222,178876.75023314025,252873.9487742798,333543.0063448119,442877.08503174456,634477.6633211173,845895.2647558105,1149541.5488084122,1586059.9890152037,2248396.733419491,2844197.49665993,4028530.541192415,391009908.3715023,384744087.3196947
Staphylococcus aureus,5.3,20.3,71215.66841234693,81560.25365560016,58752.96100639918,68755.38571304306,57367.739916665814,66085.12942811186,59595.24240067327,52002.71799878807,59473.41641692554,54885.742642633384,61532.73510553004,52615.919094636025,57290.62796820524,52924.39109194212,51660.86930813924,45532.81987568383,49216.29080126814,47765.50753954171,47136.31159461997,41454.51759498796,41252.65466191746,40777.323530435904,40816.59777616998,34012.37613748131
Staphylococcus aureus,8.0,26.3,348161.8346434152,341198.5979505469,350049.051238578,474258.3961259098,663116.4851650206,900382.521257939,1185805.9868155764,1650753.3854735058,2236489.8019087864,3226831.2559102005,4110094.548662251,6039976.476962841,8046886.757163647,11074116.531093664,505280292.62943846,506161593.8405445,506761379.1949606,511254713.51804096,508475398.3361315,515651723.7052534,526794615.2654065,516258722.9600983,519998065.1413868,523408920.9737029
Escherichia coli,6.4,38.2,40435.47446459152,39626.76497529969,39782.3420140997,139351.72194394545,1424809.7636407476,15222376.215018962,173665790.71091434,772250741.6924468,798604147.1899887,782632064.246189,766979422.9612652,825953493.1947536,809434423.3308586,793245734.8642414,808321496.7876865,792155066.8519328,799183488.2942332,804956368.1677353,804457674.2866595,800325452.0351827,817662917.3778164,805693911.7772704,802893559.8130382,791135699.5277126
Pseudomonas aeruginosa,6.4,16.9,237595.33166389968,226795.94791914415,200549.8305318236,221415.6393049387,197762.9893118095,201758.128215068,203027.84205225215,198485.9220988596,207247.26074578313,191332.70249762296,176047.69003722054,131681.08707240006,194030.1808903776,214394.84460584976,217661.16968413632,156826.8637546104,181732.40087236787,168158.25253066744,139445.08897055913,147193.62167226156,149936.5253564933,148455.06331983808,118843.650896728,133490.57054520992
Bacillus subtilis,6.7,33.1,300292.5161834749,317425.82077956304,2330298.6057086256,23045089.975086182,211740793.07502657,1088277266.581546,1066511721.2499152,1079094651.970492,1104114578.1682868,1082032286.604921,1060391640.8728226,1039183808.0553662,1043054117.95654,1081180066.047098,1084999705.0224786,1073967333.5776126,1105453628.340438,1116472951.6629744,1094143492.629715,1072260622.7771206,1082249070.1162066,1060604088.7138824,1075120201.7944987,1084270561.3206851
Pseudomonas aeruginosa,7.6,25.0,162209.96208405803,164205.06575287887,163486.61870500626,167324.06586394244,165986.81114744427,162667.0749244954,159413.7334260055,158904.88047806072,164332.55288391377,161045.9018262355,162214.35391390897,169185.67954979627,165801.96595880034,162485.92663962432,163721.68089484214,186106.27856302663,215317.7766449421,259808.49941862107,295794.7843165022,326781.47939022246,400335.44412176457,470236.4010099604,495554.8525926573,580345.7843087486
Escherichia coli,6.5,26.7,260364.02826948743,258345.37122609056,253178.46380156875,254592.08055150104,262630.559745585,260834.25417444875,272944.0714400331,269191.35539486,263807.52828696277,268529.54000994016,263247.64802718366,295476.4360088654,348244.6772358368,442434.1382201209,571932.9765834,782724.3553884666,977363.1664847584,1197171.160311779,1561651.2955543282,2016879.810431966,2526531.009577955,3377969.269787397,4170666.48568133,365825708.52732646
Pseudomonas aeruginosa,7.5,32.1,85991.21082954142,95931.91690616406,94013.27856804075,127723.30135975486,251540.09510010615,488687.3276074997,997079.1898378644,2099605.519887005,3802801.6265404,7856033.7623884,14443151.717471004,30288128.551241044,64144112.55635518,124336089.82669368,560273421.0468069,557064615.7367777,574762428.783706,563267180.2080318,566775170.7103245,555439667.296118,567409726.5461025,569747500.3794452,566046394.017395,582978395.7135788
Pseudomonas aeruginosa,7.5,9.9,251019.43862703044,228306.3898948828,227095.95905753833,250764.89501216073,200182.5998522939,211914.0606953803,256137.49596563703,262448.1993054453,246426.62112480993,222556.74252766217,169999.07270892308,180900.38937514764,181115.9884536243,200642.41474973175,193180.53439580512,155917.97279698614,190880.2890702686,168996.40993608386,192299.9100943037,154277.72302928087,174869.8665427307,170889.8406711161,179875.33497415905,146921.260441089
Pseudomonas aeruginosa,5.2,58.3,19509.982361889462,15496.204687537673,14610.098481100966,17343.18577482856,14287.308265492127,14979.959988671824,13805.202722125714,15174.730850101949,15176.054385509617,15392.425532731717,15038.5882918943,13261.242919416036,13099.3002105073,12977.030849066245,12866.780574478413,13186.882791805894,11373.990894791988,11024.35173520519,11050.09701542018,11891.217300995046,10825.370380419812,10269.74160666928,10685.586686340534,10916.625515852513
Bacillus subtilis,7.9,35.7,402135.8805565794,414239.74608767906,417146.6180624317,413085.8198242169,404824.10342773254,679606.127398783,1515578.3559292806,3317990.3663278623,6781794.124724037,15599843.154301329,35592890.291896336,77501000.85203516,175859806.75711054,369098622.2664267,567399402.6858753,589334956.7207855,577548257.5863698,584377232.8375177,595463248.2340038,592130321.9266796,604712297.4366088,598734162.666072,619752989.3187597,607357929.5323845
Bacillus subtilis,7.0,14.0,200910.905256062,162873.74118581682,157212.5034411445,167411.28408990748,162704.5731738934,133668.10489415756,134866.59971732635,127683.76815282086,149020.28496440337,128918.17688368305,126933.30400064214,132642.48746516154,125055.65670920188,128641.8570544504,119785.20509294629,125295.05243146326,102578.01471973056,115160.4491169556,101428.05692813866,115285.3393168442,106453.62573349546,107522.6840309742,68610.03148409039,111477.80173243732
Streptococcus pyogenes,7.4,49.8,131959.91762970583,167229.40916485418,148430.79675480584,134919.917378888,131535.9181721695,111622.82836282188,157538.59563193133,148341.6153708956,121742.88547923203,122087.55285472026,140082.05088357162,127220.31193762564,105554.51376181732,121694.28712891947,122204.26638948424,124273.09619331476,105263.02866871947,110954.68908633442,118817.17548105196,98088.4633466986,114294.70424872436,94034.6994169047,101009.76998691817,109853.29515159578
Staphylococcus aureus,7.6,10.5,147686.8837340103,145685.71002442314,99998.67585881687,135563.82858622173,141373.83944127924,142588.03743020247,144870.20310834894,135162.65040417438,121787.74745466885,102742.4555771625,118144.85816471122,115400.43791283782,100734.94390140889,94073.82466816025,107346.9108766734,97230.98040950904,117208.90631966876,109367.34468018856,99189.72236314106,106431.06511668843,78639.06231377072,109583.92147000076,92316.18738684956,82883.09248053099
Pseudomonas aeruginosa,7.5,37.1,274511.9324346714,286769.1848478469,281033.80115088995,1673510.7870605085,13232207.643570747,107347214.99793965,693691252.4380949,732269564.8140086,756007688.9496205,740887535.1706281,770544493.9380246,755133604.0592642,741038851.7911072,744436324.7272497,746386570.2250183,757479366.0394174,743402096.9488403,759025496.2448422,743844986.3199453,749897079.7749398,752816375.3522329,737760047.8451883,757594575.6192378,762940244.5953894
Bacillus subtilis,6.8,32.3,218550.14481394563,214179.1419176667,1751856.8797253123,14860521.97745873,115028740.7588606,928201543.4909506,1155360134.2604716,1150935679.2749052,1142453711.321386,1130488436.7563665,1183524794.0171807,1159854298.136837,1136657212.1741002,1113924067.930618,1138040104.6761155,1134450684.798483,1140351657.8182788,1157282181.586933,1134599750.775959,1128549277.056466,1140699797.519903,1123873955.965713,1104141581.439031,1127152102.24261
Bacillus subtilis,4.2,39.5,68946.78058441383,65484.60063431213,64130.191796446634,52345.05724956744,61751.38813299632,63899.05921264791,70433.24015521117,56278.82216619091,55561.94359274597,55072.42892785873,52640.8591475602,55611.45989434957,47910.2728605497,58460.50110530909,40972.35523012047,50605.68518616108,55884.44277225814,42384.56054061447,40982.189152266124,47244.39337432144,41879.38816145673,37293.52258109456,43037.76841770651,46085.493322551825
Escherichia coli,7.5,35.2,105582.54518153402,108332.43423504228,106165.78555034142,292862.5279942763,2128943.476531549,14227251.317821523,103186591.92863786,673545030.3185043,768505173.4674895,870601009.2104592,853188989.02625,836125209.245725,841335893.4521537,824509175.5831106,808018992.0714483,802979406.5179163,804261546.1067511,788176315.1846161,796130146.670139,780207543.7367362,767306563.0488988,783521613.7906767,780896045.5336874,792274519.5551734
Escherichia coli,6.6,42.3,175509.17539502567,183627.82233309877,179955.2658864368,245095.32221608295,930661.8257700749,3513125.7318501635,12438900.080821691,48662474.50768147,190412152.94650823,669856552.1093347,656459421.067148,687164492.8046442,681482781.0471482,713593127.5939683,735420512.3116208,726310297.3741871,711784091.4267033,712700021.4754263,708377188.4339186,699816524.0635936,717704288.2163119,716901663.4358182,732622244.8798392,717969799.9822423
Streptococcus pyogenes,6.6,17.3,91006.0124715076,106377.29749659618,97214.0286565688,82214.42144265777,68831.39711037684,82200.01478354348,78883.1568561471,80455.13386476575,92075.30385968737,71685.78377631347,78479.5542102709,70514.83472370628,64525.64228384485,69319.49363374154,67702.1103786962,57466.240309253146,70815.07759559034,61911.67227233141,62232.22596328577,67170.38460914252,50790.86659064739,61546.625746887155,57283.19858222453,62344.67769781192
